uid,country,gender,device,group,spent,converted
1040454,MEX,M,A,B,0,No
1040456,MEX,F,I,B,0,No
1040457,USA,M,A,B,0,No
1040458,FRA,M,I,B,0,No
1040459,USA,M,A,B,0,No
1040460,MEX,M,I,A,0,No
1040461,GBR,F,I,B,0,No
1040462,USA,F,I,B,37.88,Yes
1040463,USA,M,A,B,0,No
1040464,BRA,M,I,B,0,No
1040465,TUR,M,A,B,0,No
1040466,USA,M,I,B,0,No
1040467,BRA,M,A,B,0,No
1040468,DEU,M,I,B,0,No
1040469,ESP,M,A,A,0,No
1040470,MEX,O,A,B,0,No
1040471,BRA,M,I,A,0,No
1040472,CAN,F,A,B,0,No
1040473,USA,M,A,A,0,No
1040474,MEX,F,A,B,104.8553875,Yes
1040475,MEX,,A,A,0,No
1040476,USA,F,I,A,0,No
1040477,CAN,F,I,A,0,No
1040478,BRA,F,A,A,0,No
1040479,FRA,M,I,B,0,No
1040480,USA,F,A,B,0,No
1040481,TUR,M,A,A,0,No
1040482,MEX,F,A,B,0,No
1040483,ESP,F,A,A,0,No
1040484,USA,M,I,A,0,No
1040485,MEX,F,I,B,0,No
1040486,BRA,F,I,A,0,No
1040487,USA,M,A,A,0,No
1040489,BRA,M,A,B,0,No
1040490,ESP,F,A,A,0,No
1040491,USA,F,A,A,0,No
1040492,GBR,M,A,B,0,No
1040493,FRA,,I,A,0,No
1040494,TUR,M,A,A,0,No
1040495,ESP,F,A,B,0,No
1040496,USA,M,I,B,0,No
1040497,ESP,O,I,B,0,No
1040498,TUR,M,I,B,0,No
1040499,TUR,M,I,B,0,No
1040500,USA,F,A,A,0,No
1040501,MEX,M,A,A,0,No
1040502,DEU,F,A,A,0,No
1040503,BRA,F,A,A,0,No
1040504,DEU,M,A,A,0,No
1040505,MEX,F,A,B,0,No
1040506,BRA,M,A,B,0,No
1040507,MEX,F,I,B,0,No
1040508,MEX,,I,B,0,No
1040509,MEX,F,A,B,0,No
1040510,USA,M,I,A,0,No
1040511,FRA,M,A,B,0,No
1040512,USA,M,I,B,90.4,Yes
1040513,USA,,A,A,0,No
1040514,,,A,B,0,No
1040515,TUR,M,A,A,0,No
1040516,USA,F,I,A,0,No
1040517,DEU,M,A,B,0,No
1040518,TUR,M,A,A,0,No
1040519,USA,M,I,B,0,No
1040520,BRA,F,A,B,0,No
1040521,USA,F,A,B,0,No
1040522,BRA,F,A,A,116.7188503,Yes
1040523,BRA,M,A,A,0,No
1040524,TUR,,I,B,0,No
1040525,MEX,M,I,B,0,No
1040526,,,I,B,0,No
1040527,USA,,A,A,0,No
1040528,GBR,M,I,A,0,No
1040529,MEX,,I,A,0,No
1040530,USA,F,I,A,0,No
1040531,DEU,M,A,B,0,No
1040532,USA,F,I,A,0,No
1040533,BRA,F,I,A,0,No
1040534,GBR,,I,A,0,No
1040535,FRA,F,I,A,0,No
1040536,MEX,F,A,B,0,No
1040537,AUS,M,I,B,0,No
1040538,USA,M,I,B,0,No
1040539,DEU,F,A,A,0,No
1040540,CAN,F,I,A,0,No
1040541,TUR,F,A,B,0,No
1040542,DEU,M,A,B,0,No
1040543,TUR,M,I,A,0,No
1040544,FRA,M,A,B,0,No
1040545,TUR,M,A,A,0,No
1040546,USA,F,I,A,0,No
1040547,USA,,A,B,0,No
1040548,CAN,,A,B,71.61,Yes
1040549,DEU,M,I,B,0,No
1040550,USA,,A,B,0,No
1040551,CAN,F,A,B,0,No
1040552,TUR,M,I,B,0,No
1040553,BRA,M,I,B,0,No
1040554,ESP,,I,A,0,No
1040555,FRA,F,A,A,0,No
1040557,CAN,M,A,B,0,No
1040558,DEU,F,A,A,0,No
1040559,DEU,,I,B,0,No
1040560,USA,M,A,B,0,No
1040561,DEU,F,I,A,0,No
1040562,USA,M,I,A,0,No
1040563,BRA,F,I,B,0,No
1040564,BRA,M,A,A,0,No
1040565,BRA,F,A,A,40.37,Yes
1040566,USA,M,A,A,0,No
1040567,USA,M,A,B,0,No
1040568,BRA,F,A,A,0,No
1040569,USA,,A,B,0,No
1040570,USA,M,A,B,85.94,Yes
1040571,AUS,,A,B,0,No
1040572,CAN,,A,A,0,No
1040573,GBR,,A,A,0,No
1040574,TUR,,A,A,0,No
1040575,BRA,,A,A,0,No
1040576,USA,M,A,B,0,No
1040577,BRA,M,A,B,0,No
1040578,USA,M,A,A,0,No
1040579,BRA,F,A,B,0,No
1040580,CAN,M,A,B,0,No
1040581,,F,A,B,0,No
1040582,USA,M,A,B,0,No
1040583,MEX,F,A,B,0,No
1040584,USA,F,I,B,0,No
1040585,USA,,I,A,0,No
1040586,FRA,M,A,A,0,No
1040588,BRA,F,A,B,0,No
1040589,FRA,,A,B,0,No
1040590,MEX,M,A,B,0,No
1040591,USA,F,I,A,0,No
1040592,DEU,,I,B,0,No
1040593,DEU,F,A,A,0,No
1040594,GBR,F,I,A,0,No
1040595,GBR,F,A,B,0,No
1040596,MEX,O,A,A,0,No
1040597,USA,F,I,A,0,No
1040598,MEX,M,A,A,0,No
1040599,USA,M,I,B,0,No
1040600,DEU,M,A,B,0,No
1040601,BRA,F,I,B,0,No
1040602,DEU,M,A,A,0,No
1040603,DEU,M,A,A,0,No
1040604,USA,M,A,A,0,No
1040605,BRA,M,I,A,0,No
1040606,BRA,F,A,B,0,No
1040607,BRA,F,I,A,0,No
1040608,MEX,M,A,A,0,No
1040609,USA,,I,B,0,No
1040610,USA,M,I,B,0,No
1040611,MEX,M,I,A,0,No
1040612,DEU,F,A,B,0,No
1040613,AUS,F,I,B,0,No
1040614,GBR,M,A,A,0,No
1040615,BRA,M,A,B,0,No
1040616,USA,F,I,A,0,No
1040617,USA,M,A,A,0,No
1040618,GBR,F,I,B,0,No
1040619,GBR,M,A,B,0,No
1040620,GBR,M,A,B,0,No
1040621,BRA,,A,B,0,No
1040622,FRA,O,I,A,0,No
1040623,FRA,M,A,B,0,No
1040624,USA,M,A,B,0,No
1040625,MEX,F,I,B,0,No
1040626,USA,M,I,A,42.56,Yes
1040627,BRA,M,A,B,0,No
1040628,CAN,M,A,A,0,No
1040629,USA,F,A,A,0,No
1040630,USA,F,A,B,0,No
1040631,USA,M,A,B,0,No
1040632,DEU,F,A,A,0,No
1040633,ESP,,A,A,0,No
1040634,MEX,M,A,A,0,No
1040635,GBR,M,I,A,0,No
1040636,USA,F,A,B,0,No
1040637,MEX,M,A,B,0,No
1040638,USA,M,A,A,0,No
1040639,USA,M,I,B,0,No
1040641,FRA,F,A,A,0,No
1040642,BRA,M,A,B,0,No
1040643,BRA,,I,A,0,No
1040644,GBR,F,I,B,0,No
1040645,DEU,,I,B,0,No
1040646,MEX,F,A,A,0,No
1040647,BRA,F,A,B,0,No
1040648,CAN,F,I,A,0,No
1040649,USA,F,A,B,0,No
1040650,FRA,M,A,A,0,No
1040651,DEU,M,A,B,0,No
1040652,MEX,F,I,A,196.7,Yes
1040653,DEU,F,I,A,0,No
1040654,GBR,M,I,B,0,No
1040655,GBR,F,A,A,0,No
1040656,FRA,F,I,A,0,No
1040657,USA,F,A,A,0,No
1040658,FRA,M,A,B,0,No
1040659,USA,M,A,A,0,No
1040660,USA,M,A,A,85.88,Yes
1040661,BRA,M,A,B,0,No
1040662,USA,M,I,B,0,No
1040663,MEX,F,A,B,0,No
1040664,USA,M,I,B,0,No
1040665,ESP,M,A,B,0,No
1040666,,F,A,A,0,No
1040667,TUR,F,A,B,0,No
1040668,ESP,M,I,B,0,No
1040669,DEU,F,A,B,0,No
1040670,USA,F,A,A,0,No
1040671,USA,M,I,A,0,No
1040672,DEU,M,A,B,0,No
1040673,MEX,,A,A,0,No
1040674,USA,M,I,A,0,No
1040675,DEU,O,A,A,0,No
1040676,DEU,M,A,A,0,No
1040677,USA,F,I,A,84.44,Yes
1040678,GBR,M,A,A,0,No
1040679,MEX,M,I,B,0,No
1040680,USA,F,I,A,40.62,Yes
1040681,BRA,F,I,B,0,No
1040682,BRA,M,A,A,0,No
1040683,MEX,F,A,A,0,No
1040684,USA,M,A,A,0,No
1040685,MEX,F,A,A,0,No
1040686,USA,M,I,A,0,No
1040687,CAN,F,A,A,94.11,Yes
1040688,USA,F,A,B,0,No
1040689,USA,M,I,A,0,No
1040690,USA,F,A,A,0,No
1040691,GBR,M,A,B,0,No
1040692,USA,F,I,B,0,No
1040693,USA,M,I,A,0,No
1040694,USA,,A,A,0,No
1040695,FRA,M,I,A,0,No
1040696,TUR,F,A,A,0,No
1040697,BRA,M,A,B,0,No
1040698,BRA,F,A,A,0,No
1040699,TUR,O,I,B,0,No
1040700,USA,M,I,A,0,No
1040701,USA,M,A,A,0,No
1040702,TUR,F,I,A,0,No
1040703,USA,F,I,B,0,No
1040704,FRA,,I,B,0,No
1040705,GBR,F,A,A,0,No
1040706,DEU,M,A,A,0,No
1040707,USA,F,A,B,0,No
1040708,MEX,M,A,B,0,No
1040709,DEU,O,A,A,0,No
1040710,FRA,F,I,B,0,No
1040711,USA,O,A,B,0,No
1040712,MEX,,I,A,0,No
1040713,USA,M,A,B,0,No
1040714,USA,F,I,A,0,No
1040715,USA,F,A,B,0,No
1040716,FRA,F,I,B,0,No
1040717,BRA,F,A,A,0,No
1040718,FRA,F,A,B,0,No
1040719,BRA,,I,A,0,No
1040720,MEX,F,I,A,0,No
1040721,BRA,M,I,B,0,No
1040722,GBR,F,A,B,62.09097883,Yes
1040723,TUR,F,I,B,0,No
1040724,USA,M,I,A,0,No
1040725,AUS,M,I,B,0,No
1040726,USA,,A,B,0,No
1040727,GBR,F,I,B,0,No
1040728,ESP,F,I,A,0,No
1040729,AUS,F,A,A,0,No
1040730,USA,,I,A,0,No
1040731,BRA,,I,A,0,No
1040732,USA,M,A,A,0,No
1040733,TUR,F,A,A,0,No
1040734,MEX,F,A,B,0,No
1040735,MEX,M,A,B,0,No
1040736,ESP,M,A,B,0,No
1040737,MEX,F,A,B,0,No
1040738,TUR,M,A,A,0,No
1040739,BRA,F,I,B,0,No
1040740,ESP,M,A,B,0,No
1040741,USA,F,I,A,0,No
1040742,USA,F,A,A,0,No
1040743,USA,,I,A,0,No
1040744,USA,M,A,A,0,No
1040745,GBR,F,A,B,0,No
1040746,BRA,F,I,A,0,No
1040747,USA,,I,A,48.36,Yes
1040748,MEX,F,A,B,0,No
1040749,USA,,A,B,0,No
1040750,ESP,F,I,B,0,No
1040751,USA,O,A,A,0,No
1040752,USA,F,A,A,0,No
1040753,MEX,,I,A,0,No
1040754,BRA,M,A,A,0,No
1040755,USA,F,I,A,0,No
1040756,USA,F,I,B,0,No
1040757,USA,,A,A,0,No
1040758,MEX,M,A,A,0,No
1040759,BRA,,A,A,0,No
1040760,FRA,M,A,B,0,No
1040761,TUR,M,A,B,50.05,Yes
1040762,FRA,M,A,A,0,No
1040763,USA,F,I,B,0,No
1040764,USA,F,A,B,0,No
1040765,CAN,M,A,B,0,No
1040766,BRA,F,I,A,0,No
1040767,USA,M,A,B,0,No
1040768,BRA,F,A,B,0,No
1040769,DEU,,A,A,0,No
1040770,MEX,M,A,A,0,No
1040771,BRA,M,A,A,0,No
1040772,DEU,,A,A,0,No
1040773,FRA,M,I,B,0,No
1040774,AUS,M,A,A,0,No
1040775,USA,F,A,A,0,No
1040776,BRA,F,I,A,0,No
1040777,USA,M,I,B,0,No
1040778,MEX,M,A,B,0,No
1040779,DEU,F,A,A,0,No
1040780,USA,,A,A,0,No
1040781,TUR,M,A,A,0,No
1040782,USA,M,I,A,0,No
1040784,USA,,A,A,0,No
1040785,AUS,M,A,B,0,No
1040786,USA,,A,A,0,No
1040787,BRA,F,A,B,0,No
1040788,ESP,M,A,A,0,No
1040789,MEX,M,A,B,0,No
1040790,DEU,M,I,B,0,No
1040791,TUR,F,A,A,0,No
1040792,MEX,M,A,B,0,No
1040793,USA,,A,B,0,No
1040794,BRA,M,I,B,0,No
1040795,USA,M,A,B,0,No
1040796,BRA,M,A,A,0,No
1040797,MEX,F,A,B,0,No
1040798,BRA,M,A,B,0,No
1040799,MEX,F,A,A,0,No
1040800,DEU,F,A,B,0,No
1040801,DEU,M,A,B,0,No
1040802,BRA,M,A,A,0,No
1040803,TUR,F,A,A,0,No
1040804,MEX,F,A,B,0,No
1040805,TUR,M,A,A,0,No
1040806,MEX,F,A,A,0,No
1040807,USA,F,A,B,0,No
1040808,BRA,F,A,A,0,No
1040809,MEX,F,I,B,0,No
1040810,BRA,F,A,B,0,No
1040811,BRA,,A,A,0,No
1040812,USA,O,A,A,0,No
1040813,ESP,,A,B,0,No
1040814,BRA,M,I,B,0,No
1040815,BRA,,I,B,0,No
1040816,USA,,A,A,54.75,Yes
1040817,GBR,M,I,A,0,No
1040818,,F,I,B,0,No
1040819,MEX,F,I,A,0,No
1040820,USA,F,A,A,0,No
1040821,DEU,F,A,B,0,No
1040822,BRA,,A,A,0,No
1040823,BRA,,A,A,0,No
1040824,ESP,F,I,B,39.51,Yes
1040825,BRA,O,A,A,0,No
1040826,USA,,A,B,0,No
1040827,BRA,F,A,B,0,No
1040829,FRA,M,A,A,0,No
1040830,GBR,M,I,B,0,No
1040831,USA,F,A,A,0,No
1040832,MEX,F,A,B,0,No
1040833,USA,M,A,A,0,No
1040834,CAN,M,A,A,0,No
1040835,ESP,F,A,B,0,No
1040836,TUR,F,A,A,0,No
1040837,FRA,,A,B,0,No
1040838,CAN,,I,A,0,No
1040839,MEX,F,A,A,0,No
1040840,TUR,,I,B,92.38,Yes
1040841,MEX,M,A,A,0,No
1040842,USA,M,A,A,0,No
1040843,TUR,F,A,A,0,No
1040844,BRA,,I,A,161.8,Yes
1040845,ESP,F,A,A,0,No
1040846,DEU,M,A,B,0,No
1040847,USA,M,A,A,0,No
1040848,MEX,M,I,A,0,No
1040849,BRA,F,A,A,0,No
1040850,USA,M,A,B,0,No
1040851,ESP,M,I,B,0,No
1040852,BRA,M,A,B,0,No
1040853,AUS,F,A,A,0,No
1040854,BRA,M,I,A,0,No
1040855,MEX,O,I,B,0,No
1040856,CAN,F,I,A,0,No
1040857,BRA,F,I,B,0,No
1040858,ESP,F,A,B,0,No
1040859,BRA,F,A,B,0,No
1040860,BRA,,I,A,0,No
1040861,ESP,F,A,B,0,No
1040862,CAN,,A,B,0,No
1040863,USA,M,A,B,0,No
1040864,MEX,M,A,A,0,No
1040865,BRA,M,A,A,0,No
1040866,BRA,,A,A,0,No
1040867,BRA,M,A,A,0,No
1040868,MEX,M,I,A,0,No
1040869,USA,M,A,A,0,No
1040870,BRA,F,A,A,0,No
1040871,USA,O,A,B,0,No
1040872,MEX,M,A,B,48.63,Yes
1040873,USA,,I,B,0,No
1040874,AUS,M,I,A,0,No
1040875,BRA,M,A,A,0,No
1040876,DEU,F,I,A,34.78,Yes
1040877,GBR,M,I,B,0,No
1040878,USA,,I,B,0,No
1040879,USA,F,A,A,0,No
1040880,CAN,F,I,A,0,No
1040881,USA,M,I,B,0,No
1040882,USA,F,A,B,0,No
1040883,USA,M,A,B,0,No
1040884,BRA,,I,B,0,No
1040885,MEX,F,A,A,0,No
1040886,USA,M,A,A,68.02,Yes
1040887,ESP,F,A,A,0,No
1040888,MEX,F,I,A,0,No
1040889,BRA,,A,A,0,No
1040890,BRA,M,A,B,0,No
1040891,BRA,F,A,A,0,No
1040892,BRA,F,A,A,0,No
1040893,USA,F,I,A,0,No
1040894,USA,M,I,A,0,No
1040895,DEU,M,A,A,0,No
1040896,BRA,O,A,A,0,No
1040897,ESP,M,A,A,0,No
1040898,BRA,F,A,A,0,No
1040899,MEX,F,I,B,0,No
1040900,BRA,,I,A,0,No
1040901,TUR,M,I,A,0,No
1040902,USA,F,I,A,0,No
1040903,TUR,F,I,A,0,No
1040904,FRA,M,I,A,0,No
1040905,GBR,F,I,A,0,No
1040906,FRA,,A,A,0,No
1040907,AUS,F,I,A,0,No
1040908,USA,F,A,B,0,No
1040909,DEU,F,I,B,0,No
1040910,BRA,M,A,A,0,No
1040911,BRA,M,I,A,0,No
1040912,FRA,F,I,B,0,No
1040913,BRA,F,I,B,0,No
1040914,USA,F,A,A,0,No
1040915,BRA,M,I,B,0,No
1040916,BRA,M,I,B,0,No
1040917,FRA,F,A,A,0,No
1040918,USA,M,I,A,0,No
1040919,DEU,M,A,B,0,No
1040920,AUS,M,I,A,0,No
1040921,AUS,F,I,A,0,No
1040922,BRA,F,I,A,0,No
1040923,BRA,O,A,B,0,No
1040924,AUS,M,A,A,0,No
1040925,ESP,M,A,B,0,No
1040926,DEU,F,A,A,0,No
1040927,USA,M,A,B,0,No
1040928,BRA,M,I,B,0,No
1040929,BRA,M,I,A,0,No
1040930,USA,F,I,A,0,No
1040931,BRA,M,A,A,0,No
1040932,USA,M,I,A,0,No
1040934,GBR,M,A,A,0,No
1040935,BRA,F,A,B,0,No
1040936,DEU,M,I,B,0,No
1040937,CAN,M,A,A,0,No
1040938,BRA,F,I,A,0,No
1040939,MEX,M,I,B,0,No
1040940,USA,M,A,B,0,No
1040941,BRA,F,I,A,0,No
1040942,USA,M,I,B,0,No
1040943,USA,,I,A,0,No
1040944,MEX,,A,A,0,No
1040945,USA,O,A,A,0,No
1040946,USA,M,A,B,0,No
1040947,USA,M,A,A,0,No
1040948,ESP,F,I,B,0,No
1040949,MEX,F,A,A,0,No
1040950,BRA,M,A,A,0,No
1040951,BRA,M,I,B,0,No
1040952,BRA,M,A,B,0,No
1040953,USA,,I,B,0,No
1040954,GBR,F,A,B,0,No
1040955,USA,M,A,A,0,No
1040956,FRA,M,I,B,0,No
1040957,FRA,M,A,A,0,No
1040958,USA,M,A,B,0,No
1040959,MEX,F,I,B,0,No
1040960,CAN,F,A,B,0,No
1040961,BRA,M,A,A,0,No
1040962,MEX,M,A,A,0,No
1040963,MEX,,A,A,0,No
1040964,USA,,A,A,0,No
1040965,BRA,F,I,A,0,No
1040966,MEX,F,I,A,0,No
1040967,AUS,F,A,A,0,No
1040968,,F,A,B,0,No
1040969,BRA,,I,A,0,No
1040970,USA,F,A,A,0,No
1040971,DEU,,A,B,0,No
1040972,GBR,F,I,B,0,No
1040973,USA,M,I,B,0,No
1040974,USA,M,I,A,0,No
1040975,GBR,F,A,A,0,No
1040976,GBR,,I,B,0,No
1040977,TUR,M,A,B,0,No
1040978,USA,M,A,A,0,No
1040979,BRA,F,A,A,0,No
1040980,AUS,M,I,B,0,No
1040981,DEU,M,I,B,0,No
1040982,FRA,M,A,B,0,No
1040983,USA,,I,A,0,No
1040984,GBR,F,I,B,0,No
1040985,USA,F,A,A,0,No
1040986,GBR,F,A,A,0,No
1040987,BRA,F,I,A,0,No
1040988,USA,M,I,A,0,No
1040989,DEU,,A,B,0,No
1040990,BRA,M,I,A,0,No
1040991,CAN,F,A,A,0,No
1040992,FRA,M,A,A,0,No
1040993,USA,F,I,B,0,No
1040994,GBR,F,A,A,0,No
1040995,,M,A,B,0,No
1040997,FRA,M,A,B,0,No
1040998,ESP,F,A,B,0,No
1040999,,M,A,B,0,No
1041000,USA,M,I,B,0,No
1041001,USA,M,I,B,0,No
1041002,USA,F,A,A,0,No
1041003,FRA,F,I,B,0,No
1041004,MEX,M,I,B,0,No
1041005,DEU,,A,A,0,No
1041006,BRA,F,A,A,0,No
1041007,AUS,M,A,B,0,No
1041008,MEX,F,A,B,0,No
1041009,BRA,,I,A,0,No
1041010,TUR,M,I,A,44.52,Yes
1041011,ESP,M,I,B,0,No
1041012,GBR,F,I,A,0,No
1041013,MEX,M,A,A,0,No
1041014,USA,M,A,A,0,No
1041015,BRA,F,A,B,0,No
1041016,MEX,F,A,A,0,No
1041017,TUR,M,I,B,0,No
1041018,USA,M,A,B,23.28,Yes
1041019,BRA,M,I,B,0,No
1041020,FRA,F,I,B,0,No
1041021,ESP,M,A,A,0,No
1041022,TUR,F,I,B,0,No
1041023,CAN,,A,A,0,No
1041024,TUR,M,I,B,0,No
1041025,BRA,M,A,B,0,No
1041026,BRA,M,A,A,0,No
1041027,BRA,F,A,A,0,No
1041028,MEX,F,I,B,0,No
1041029,BRA,F,I,A,0,No
1041030,BRA,F,I,A,0,No
1041031,USA,F,A,B,0,No
1041032,USA,F,A,A,0,No
1041033,FRA,M,I,B,0,No
1041034,MEX,F,A,B,0,No
1041035,MEX,F,I,A,63.79,Yes
1041036,BRA,F,A,A,0,No
1041037,FRA,F,I,A,0,No
1041038,USA,M,I,A,0,No
1041039,DEU,M,I,A,0,No
1041040,DEU,M,I,A,0,No
1041041,GBR,M,I,B,0,No
1041043,BRA,F,A,A,0,No
1041044,USA,F,I,A,0,No
1041045,DEU,M,A,A,0,No
1041046,TUR,F,A,A,0,No
1041047,DEU,M,I,B,0,No
1041048,TUR,,A,A,0,No
1041049,GBR,M,A,B,0,No
1041050,USA,M,I,B,0,No
1041051,MEX,M,A,A,0,No
1041052,BRA,,A,B,0,No
1041053,CAN,M,I,A,0,No
1041054,USA,M,A,B,0,No
1041055,MEX,M,I,B,0,No
1041056,BRA,M,A,A,0,No
1041057,BRA,M,I,B,0,No
1041058,CAN,M,I,A,0,No
1041059,MEX,,A,A,0,No
1041060,CAN,M,A,B,0,No
1041061,GBR,M,A,B,0,No
1041062,GBR,M,A,A,0,No
1041063,ESP,F,I,B,0,No
1041064,USA,M,A,B,0,No
1041065,BRA,M,A,A,0,No
1041066,USA,F,I,A,0,No
1041067,MEX,,I,A,0,No
1041068,USA,F,A,B,0,No
1041069,BRA,M,A,B,0,No
1041070,GBR,M,I,A,0,No
1041071,DEU,F,A,B,0,No
1041072,DEU,F,A,B,0,No
1041073,BRA,F,A,B,0,No
1041074,MEX,M,I,B,0,No
1041075,ESP,F,A,B,0,No
1041076,BRA,M,A,A,0,No
1041077,USA,,A,A,16.7,Yes
1041078,BRA,,A,A,0,No
1041079,USA,F,I,B,0,No
1041080,DEU,M,I,B,0,No
1041081,USA,M,A,A,0,No
1041082,USA,M,A,B,0,No
1041083,MEX,F,I,A,0,No
1041084,USA,F,,A,0,No
1041085,BRA,M,A,B,0,No
1041086,USA,F,A,A,0,No
1041087,GBR,F,I,A,0,No
1041089,GBR,,A,A,0,No
1041090,DEU,M,A,B,0,No
1041091,USA,,A,B,0,No
1041092,USA,M,A,A,0,No
1041093,BRA,F,A,B,0,No
1041094,MEX,M,A,A,0,No
1041095,USA,F,I,A,0,No
1041096,BRA,F,A,B,0,No
1041097,USA,M,A,B,0,No
1041098,BRA,M,I,A,0,No
1041099,FRA,F,I,B,0,No
1041100,BRA,,A,A,0,No
1041101,GBR,F,A,A,0,No
1041102,TUR,M,I,A,0,No
1041103,,M,A,B,0,No
1041104,USA,F,A,B,0,No
1041105,USA,M,I,B,0,No
1041106,FRA,M,I,A,0,No
1041107,USA,O,A,B,0,No
1041108,USA,F,I,A,0,No
1041109,USA,F,I,A,0,No
1041110,FRA,M,I,B,0,No
1041111,MEX,M,A,A,0,No
1041112,USA,M,I,A,0,No
1041113,ESP,F,I,A,0,No
1041114,USA,F,I,B,0,No
1041115,GBR,M,I,A,0,No
1041116,FRA,M,I,A,0,No
1041117,DEU,M,I,A,0,No
1041118,TUR,F,A,A,0,No
1041119,BRA,F,A,B,0,No
1041120,MEX,F,A,B,0,No
1041121,BRA,M,A,A,0,No
1041122,MEX,M,I,A,0,No
1041123,MEX,F,I,B,0,No
1041124,USA,,A,B,0,No
1041125,MEX,,I,A,0,No
1041126,BRA,M,A,B,0,No
1041127,FRA,M,I,B,0,No
1041128,GBR,F,I,B,0,No
1041129,BRA,F,A,B,0,No
1041130,USA,F,I,A,0,No
1041131,BRA,F,A,B,0,No
1041132,MEX,M,A,A,0,No
1041133,TUR,F,I,B,0,No
1041134,USA,M,A,B,0,No
1041135,MEX,M,I,A,0,No
1041136,TUR,F,I,A,0,No
1041137,USA,,A,A,135.91,Yes
1041138,ESP,M,I,A,0,No
1041139,FRA,M,I,B,0,No
1041140,CAN,F,A,B,0,No
1041141,USA,F,A,B,0,No
1041142,GBR,M,I,A,0,No
1041143,USA,M,A,B,0,No
1041144,USA,O,A,A,0,No
1041145,USA,,A,A,0,No
1041146,USA,F,A,A,0,No
1041147,USA,F,A,B,0,No
1041148,MEX,M,A,A,0,No
1041149,USA,O,A,B,0,No
1041150,TUR,F,I,B,0,No
1041151,BRA,M,A,A,0,No
1041152,USA,F,A,A,0,No
1041153,TUR,O,I,B,0,No
1041154,USA,F,A,A,0,No
1041155,MEX,F,A,A,0,No
1041156,USA,F,A,A,0,No
1041157,USA,M,I,B,0,No
1041158,USA,M,A,B,0,No
1041159,USA,M,I,B,0,No
1041160,MEX,,A,A,0,No
1041161,USA,F,A,B,0,No
1041162,USA,M,I,A,0,No
1041163,BRA,M,A,B,0,No
1041164,MEX,,A,B,0,No
1041165,FRA,M,A,A,0,No
1041166,USA,F,I,B,0,No
1041167,DEU,M,A,A,0,No
1041168,USA,M,A,B,0,No
1041169,MEX,M,A,A,0,No
1041170,USA,M,A,B,0,No
1041171,GBR,M,A,A,0,No
1041172,USA,M,A,A,0,No
1041173,MEX,M,I,A,0,No
1041174,DEU,F,I,A,0,No
1041175,USA,F,I,A,0,No
1041176,GBR,F,A,B,0,No
1041177,BRA,F,A,A,0,No
1041178,BRA,M,A,A,0,No
1041179,USA,M,A,A,0,No
1041181,USA,F,I,A,0,No
1041182,DEU,M,A,B,0,No
1041183,CAN,M,I,B,0,No
1041184,BRA,,A,B,0,No
1041185,USA,M,A,B,0,No
1041186,DEU,F,I,A,0,No
1041187,TUR,M,A,A,0,No
1041188,USA,O,A,A,0,No
1041189,BRA,M,A,A,0,No
1041190,USA,F,A,B,0,No
1041191,CAN,F,I,A,0,No
1041192,BRA,M,I,B,0,No
1041193,USA,O,A,B,0,No
1041194,MEX,M,A,B,0,No
1041195,TUR,M,A,B,0,No
1041196,FRA,M,A,B,0,No
1041197,USA,M,A,A,0,No
1041198,TUR,,A,A,0,No
1041199,BRA,F,I,A,0,No
1041200,BRA,M,A,A,0,No
1041201,FRA,F,A,A,0,No
1041202,USA,F,I,A,0,No
1041203,AUS,,A,A,0,No
1041204,BRA,M,A,B,0,No
1041205,ESP,M,A,A,0,No
1041206,USA,F,I,A,0,No
1041207,DEU,F,A,A,0,No
1041208,USA,,I,A,0,No
1041209,DEU,F,A,A,0,No
1041210,ESP,F,I,A,151.3,Yes
1041211,BRA,M,A,A,0,No
1041212,AUS,F,I,B,0,No
1041213,TUR,F,A,B,0,No
1041214,USA,F,I,B,0,No
1041215,MEX,M,I,A,0,No
1041216,USA,M,A,B,0,No
1041217,DEU,M,A,A,0,No
1041218,USA,F,I,B,0,No
1041219,USA,M,A,B,0,No
1041220,USA,M,A,A,0,No
1041221,TUR,M,I,A,0,No
1041222,DEU,F,A,B,0,No
1041223,BRA,M,I,A,0,No
1041224,GBR,F,A,A,0,No
1041225,BRA,,A,A,0,No
1041226,MEX,M,A,A,0,No
1041227,USA,M,A,A,0,No
1041228,MEX,F,A,B,0,No
1041229,MEX,F,A,B,0,No
1041230,USA,M,I,A,0,No
1041231,BRA,M,A,A,0,No
1041232,USA,F,A,A,0,No
1041233,USA,M,I,B,0,No
1041234,DEU,F,A,A,0,No
1041235,MEX,,A,A,0,No
1041236,BRA,F,A,B,30.62,Yes
1041237,DEU,M,A,A,0,No
1041238,USA,,A,B,0,No
1041239,BRA,F,A,A,0,No
1041240,USA,M,I,A,0,No
1041241,BRA,M,I,B,0,No
1041242,USA,M,I,A,0,No
1041243,FRA,M,A,A,0,No
1041244,USA,,A,B,0,No
1041245,USA,M,A,A,0,No
1041246,BRA,M,A,A,0,No
1041247,CAN,F,I,B,0,No
1041248,AUS,M,I,B,0,No
1041249,GBR,F,A,A,0,No
1041250,BRA,M,I,B,0,No
1041251,ESP,F,A,B,0,No
1041252,TUR,M,I,B,0,No
1041253,USA,M,A,A,0,No
1041254,FRA,M,I,A,0,No
1041255,GBR,M,A,A,0,No
